Unnamed: 0,class,bruises,gill-spacing,gill-size,gill-color,stalk-root,ring-type,spore-print-color
1997,edible,no,crowded,broad,pink,equal,evanescent,black
1998,edible,no,crowded,broad,black,equal,evanescent,black
1999,edible,no,crowded,broad,black,equal,evanescent,black
2000,edible,yes,close,broad,white,bulbous,pendant,brown
2001,edible,yes,close,broad,purple,bulbous,pendant,brown
2002,edible,no,crowded,broad,black,equal,evanescent,black
2003,edible,yes,close,broad,white,bulbous,pendant,black
2004,poisonous,yes,close,narrow,white,equal,pendant,brown
2005,edible,yes,close,broad,brown,rooted,pendant,brown
2006,poisonous,yes,close,narrow,pink,equal,pendant,black
2007,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2008,edible,no,crowded,broad,brown,equal,evanescent,black
2009,poisonous,yes,close,narrow,white,equal,pendant,brown
2010,edible,no,crowded,broad,black,equal,evanescent,brown
2011,edible,no,crowded,broad,brown,equal,evanescent,black
2012,edible,yes,close,broad,purple,bulbous,pendant,black
2013,edible,no,crowded,broad,black,equal,evanescent,black
2014,edible,no,crowded,broad,black,equal,evanescent,brown
2015,edible,no,crowded,broad,pink,equal,evanescent,brown
2016,edible,no,crowded,broad,chocolate,equal,evanescent,black
2017,edible,yes,crowded,narrow,brown,bulbous,pendant,brown
2018,edible,yes,crowded,narrow,brown,bulbous,pendant,brown
2019,edible,no,crowded,broad,pink,equal,evanescent,brown
2020,edible,yes,close,broad,purple,bulbous,pendant,brown
2021,edible,yes,close,broad,brown,bulbous,pendant,black
2022,edible,yes,close,broad,purple,bulbous,pendant,brown
2023,edible,no,crowded,broad,black,equal,evanescent,black
2024,edible,yes,close,broad,purple,bulbous,pendant,brown
2025,edible,yes,close,broad,brown,bulbous,pendant,black
2026,edible,no,crowded,broad,pink,equal,evanescent,black
2027,edible,yes,close,broad,brown,bulbous,pendant,brown
2028,edible,no,crowded,broad,chocolate,equal,evanescent,black
2029,edible,yes,close,broad,black,club,pendant,black
2030,edible,yes,close,broad,purple,bulbous,pendant,black
2031,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2032,edible,yes,close,broad,white,bulbous,pendant,black
2033,edible,yes,close,broad,pink,bulbous,pendant,black
2034,edible,yes,close,broad,purple,bulbous,pendant,black
2035,edible,no,crowded,broad,pink,equal,evanescent,brown
2036,edible,no,crowded,broad,black,equal,evanescent,black
2037,edible,no,crowded,broad,pink,equal,evanescent,brown
2038,edible,no,crowded,broad,brown,equal,evanescent,black
2039,edible,yes,close,broad,white,bulbous,pendant,black
2040,edible,yes,close,broad,white,bulbous,pendant,brown
2041,edible,yes,close,broad,brown,bulbous,pendant,black
2042,edible,no,crowded,broad,black,equal,evanescent,brown
2043,edible,no,crowded,broad,brown,equal,evanescent,brown
2044,edible,no,crowded,broad,brown,equal,evanescent,black
2045,edible,yes,close,broad,pink,rooted,pendant,brown
2046,edible,yes,close,broad,purple,bulbous,pendant,brown
2047,edible,no,crowded,broad,chocolate,equal,evanescent,black
2048,edible,yes,close,broad,pink,bulbous,pendant,black
2049,edible,yes,close,broad,brown,bulbous,pendant,brown
2050,edible,no,crowded,broad,black,equal,evanescent,brown
2051,edible,yes,close,broad,black,club,pendant,black
2052,edible,no,crowded,broad,pink,equal,evanescent,brown
2053,edible,no,crowded,broad,pink,equal,evanescent,brown
2054,edible,yes,close,broad,purple,bulbous,pendant,brown
2055,edible,no,crowded,broad,black,equal,evanescent,black
2056,edible,yes,close,broad,purple,bulbous,pendant,brown
2057,edible,yes,close,broad,pink,bulbous,pendant,brown
2058,edible,no,crowded,broad,pink,equal,evanescent,brown
2059,edible,yes,close,broad,brown,club,pendant,black
2060,edible,no,crowded,broad,brown,equal,evanescent,brown
2061,poisonous,yes,close,narrow,brown,equal,pendant,brown
2062,edible,no,crowded,broad,pink,equal,evanescent,brown
2063,edible,yes,close,broad,brown,bulbous,pendant,brown
2064,edible,no,crowded,broad,brown,equal,evanescent,brown
2065,edible,yes,close,broad,purple,bulbous,pendant,black
2066,edible,yes,close,broad,pink,bulbous,pendant,brown
2067,poisonous,yes,close,narrow,brown,equal,pendant,black
2068,edible,no,crowded,broad,pink,equal,evanescent,brown
2069,edible,yes,close,broad,brown,bulbous,pendant,black
2070,edible,yes,close,broad,brown,bulbous,pendant,black
2071,edible,yes,close,broad,brown,bulbous,pendant,black
2072,edible,yes,close,broad,white,bulbous,pendant,brown
2073,edible,yes,close,broad,purple,bulbous,pendant,black
2074,poisonous,yes,close,narrow,pink,equal,pendant,brown
2075,edible,yes,close,broad,black,club,pendant,black
2076,edible,yes,close,broad,brown,bulbous,pendant,brown
2077,edible,yes,close,broad,white,bulbous,pendant,brown
2078,edible,no,crowded,broad,brown,equal,evanescent,brown
2079,edible,yes,close,broad,purple,bulbous,pendant,brown
2080,edible,no,crowded,broad,black,equal,evanescent,brown
2081,edible,no,crowded,broad,pink,equal,evanescent,brown
2082,edible,yes,close,broad,brown,bulbous,pendant,brown
2083,edible,yes,close,broad,purple,bulbous,pendant,brown
2084,edible,no,crowded,broad,brown,equal,evanescent,black
2085,edible,no,crowded,broad,brown,equal,evanescent,black
2086,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2087,edible,yes,close,broad,pink,bulbous,pendant,black
2088,edible,yes,close,broad,brown,bulbous,pendant,brown
2089,poisonous,yes,close,narrow,pink,equal,pendant,black
2090,edible,yes,close,broad,pink,bulbous,pendant,black
2091,edible,no,crowded,broad,black,equal,evanescent,brown
2092,edible,yes,close,broad,gray,club,pendant,brown
2093,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2094,edible,no,crowded,broad,black,equal,evanescent,black
2095,edible,yes,close,broad,pink,bulbous,pendant,black
2096,edible,yes,close,broad,brown,bulbous,pendant,brown
2097,edible,no,crowded,broad,pink,equal,evanescent,black
2098,poisonous,yes,close,narrow,brown,equal,pendant,black
2099,edible,no,crowded,broad,black,equal,evanescent,brown
2100,edible,yes,close,broad,pink,bulbous,pendant,black
2101,edible,yes,close,broad,pink,bulbous,pendant,brown
2102,edible,yes,close,broad,white,bulbous,pendant,brown
2103,edible,yes,close,broad,pink,bulbous,pendant,brown
2104,edible,yes,close,broad,white,bulbous,pendant,brown
2105,edible,yes,close,broad,purple,bulbous,pendant,black
2106,edible,yes,close,broad,pink,bulbous,pendant,brown
2107,edible,yes,close,broad,purple,bulbous,pendant,black
2108,edible,yes,close,broad,white,bulbous,pendant,black
2109,edible,yes,close,broad,pink,bulbous,pendant,black
2110,edible,yes,close,broad,white,bulbous,pendant,black
2111,edible,yes,close,broad,purple,bulbous,pendant,brown
2112,poisonous,yes,close,narrow,white,equal,pendant,brown
2113,edible,yes,close,broad,brown,bulbous,pendant,brown
2114,edible,yes,close,broad,pink,bulbous,pendant,black
2115,edible,yes,close,broad,pink,bulbous,pendant,brown
2116,edible,yes,close,broad,white,bulbous,pendant,black
2117,edible,yes,close,broad,brown,bulbous,pendant,black
2118,edible,yes,close,broad,brown,bulbous,pendant,black
2119,edible,yes,close,broad,purple,bulbous,pendant,black
2120,edible,yes,close,broad,pink,bulbous,pendant,brown
2121,edible,yes,close,broad,brown,bulbous,pendant,brown
2122,edible,yes,close,broad,pink,bulbous,pendant,black
2123,edible,yes,close,broad,purple,bulbous,pendant,black
2124,edible,yes,close,broad,white,bulbous,pendant,black
2125,edible,yes,close,broad,purple,bulbous,pendant,brown
2126,edible,yes,close,broad,pink,bulbous,pendant,brown
2127,edible,yes,close,broad,brown,bulbous,pendant,black
2128,poisonous,no,close,broad,pink,bulbous,large,chocolate
2129,poisonous,yes,close,narrow,pink,equal,pendant,black
2130,edible,yes,close,broad,brown,bulbous,pendant,black
2131,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2132,edible,yes,close,broad,purple,bulbous,pendant,brown
2133,edible,yes,close,broad,brown,bulbous,pendant,brown
2134,edible,yes,close,broad,white,bulbous,pendant,brown
2135,edible,yes,close,broad,purple,bulbous,pendant,brown
2136,edible,yes,close,broad,white,bulbous,pendant,brown
2137,edible,yes,close,broad,purple,bulbous,pendant,black
2138,edible,yes,close,broad,brown,bulbous,pendant,brown
2139,edible,yes,close,broad,white,bulbous,pendant,black
2140,edible,yes,close,broad,white,bulbous,pendant,black
2141,edible,yes,close,broad,purple,bulbous,pendant,black
2142,edible,yes,close,broad,pink,bulbous,pendant,brown
2143,edible,yes,close,broad,brown,bulbous,pendant,black
2144,edible,yes,close,broad,pink,bulbous,pendant,brown
2145,edible,yes,close,broad,brown,bulbous,pendant,black
2146,edible,yes,close,broad,brown,bulbous,pendant,brown
2147,poisonous,yes,close,narrow,brown,equal,pendant,brown
2148,edible,yes,close,broad,purple,bulbous,pendant,brown
2149,poisonous,yes,close,narrow,white,equal,pendant,black
2150,edible,yes,close,broad,purple,bulbous,pendant,black
2151,edible,yes,close,broad,pink,bulbous,pendant,black
2152,edible,yes,close,broad,purple,bulbous,pendant,brown
2153,edible,yes,close,broad,pink,bulbous,pendant,brown
2154,edible,yes,close,broad,brown,bulbous,pendant,brown
2155,edible,yes,close,broad,pink,bulbous,pendant,brown
2156,edible,yes,close,broad,brown,bulbous,pendant,brown
2157,edible,yes,close,broad,purple,bulbous,pendant,brown
2158,edible,yes,close,broad,white,bulbous,pendant,brown
2159,edible,yes,close,broad,purple,bulbous,pendant,black
2160,edible,yes,close,broad,purple,bulbous,pendant,black
2161,edible,yes,close,broad,pink,bulbous,pendant,brown
2162,edible,yes,close,broad,pink,bulbous,pendant,black
2163,edible,yes,close,broad,purple,bulbous,pendant,black
2164,edible,yes,close,broad,purple,bulbous,pendant,brown
2165,edible,yes,close,broad,brown,bulbous,pendant,brown
2166,edible,yes,close,broad,white,bulbous,pendant,brown
2167,edible,yes,close,broad,pink,bulbous,pendant,black
2168,edible,yes,close,broad,brown,bulbous,pendant,black
2169,edible,yes,close,broad,pink,bulbous,pendant,brown
2170,edible,yes,close,broad,pink,bulbous,pendant,black
2171,edible,yes,close,broad,brown,bulbous,pendant,brown
2172,edible,yes,close,broad,brown,bulbous,pendant,brown
2173,edible,yes,close,broad,brown,bulbous,pendant,black
2174,edible,yes,close,broad,brown,bulbous,pendant,brown
2175,edible,yes,close,broad,pink,bulbous,pendant,black
2176,edible,yes,close,broad,white,bulbous,pendant,black
2177,edible,yes,close,broad,pink,bulbous,pendant,brown
2178,poisonous,no,close,broad,pink,bulbous,large,chocolate
2179,edible,yes,close,broad,purple,bulbous,pendant,black
2180,edible,yes,close,broad,white,bulbous,pendant,brown
2181,edible,yes,close,broad,purple,bulbous,pendant,brown
2182,edible,yes,close,broad,pink,bulbous,pendant,brown
2183,edible,yes,close,broad,white,bulbous,pendant,black
2184,edible,yes,close,broad,pink,bulbous,pendant,black
2185,edible,yes,close,broad,pink,bulbous,pendant,black
2186,edible,yes,close,broad,pink,bulbous,pendant,black
2187,edible,yes,close,broad,brown,bulbous,pendant,black
2188,edible,yes,close,broad,white,bulbous,pendant,black
2189,edible,yes,close,broad,purple,bulbous,pendant,brown
2190,edible,yes,close,broad,purple,bulbous,pendant,black
2191,edible,yes,close,broad,white,bulbous,pendant,black
2192,edible,no,crowded,broad,black,equal,evanescent,brown
2193,edible,yes,close,broad,purple,bulbous,pendant,black
2194,edible,yes,close,broad,pink,bulbous,pendant,black
2195,edible,yes,close,broad,brown,bulbous,pendant,brown
2196,edible,yes,close,broad,brown,bulbous,pendant,black
2197,edible,yes,close,broad,purple,bulbous,pendant,black
2198,edible,yes,close,broad,brown,bulbous,pendant,brown
2199,edible,yes,close,broad,pink,bulbous,pendant,brown
2200,edible,no,crowded,broad,pink,equal,evanescent,brown
2201,edible,yes,close,broad,white,bulbous,pendant,brown
2202,edible,yes,close,broad,white,bulbous,pendant,black
2203,edible,yes,close,broad,pink,bulbous,pendant,black
2204,edible,yes,close,broad,white,bulbous,pendant,black
2205,edible,yes,close,broad,purple,bulbous,pendant,brown
2206,edible,yes,close,broad,purple,bulbous,pendant,black
2207,edible,yes,close,broad,white,bulbous,pendant,black
2208,edible,yes,close,broad,white,bulbous,pendant,black
2209,edible,yes,close,broad,white,bulbous,pendant,brown
2210,poisonous,no,crowded,narrow,gray,bulbous,pendant,brown
2211,edible,yes,close,broad,pink,bulbous,pendant,brown
2212,edible,yes,close,broad,brown,bulbous,pendant,black
2213,edible,yes,close,broad,pink,bulbous,pendant,black
2214,edible,yes,close,broad,pink,bulbous,pendant,brown
2215,edible,yes,close,broad,white,bulbous,pendant,brown
2216,edible,yes,close,broad,white,bulbous,pendant,brown
2217,edible,yes,close,broad,pink,bulbous,pendant,brown
2218,edible,yes,close,broad,brown,bulbous,pendant,black
2219,edible,yes,close,broad,white,bulbous,pendant,black
2220,edible,yes,close,broad,white,bulbous,pendant,brown
2221,edible,yes,close,broad,pink,bulbous,pendant,black
2222,edible,yes,close,broad,brown,bulbous,pendant,brown
2223,edible,yes,close,broad,purple,bulbous,pendant,brown
2224,edible,yes,close,broad,white,bulbous,pendant,brown
2225,edible,yes,close,broad,pink,bulbous,pendant,black
2226,edible,yes,close,broad,brown,bulbous,pendant,brown
2227,edible,no,crowded,broad,black,equal,evanescent,brown
2228,edible,yes,close,broad,pink,bulbous,pendant,black
2229,edible,yes,close,broad,pink,bulbous,pendant,black
2230,edible,yes,close,broad,pink,bulbous,pendant,brown
2231,edible,yes,close,broad,white,bulbous,pendant,black
2232,edible,yes,close,broad,pink,bulbous,pendant,brown
2233,edible,yes,close,broad,pink,bulbous,pendant,brown
2234,edible,yes,close,broad,pink,bulbous,pendant,black
2235,edible,yes,close,broad,pink,bulbous,pendant,black
2236,edible,yes,close,broad,pink,bulbous,pendant,brown
2237,edible,no,crowded,broad,chocolate,equal,evanescent,black
2238,poisonous,no,close,broad,gray,bulbous,large,chocolate
2239,edible,yes,close,broad,pink,bulbous,pendant,black
2240,edible,yes,close,broad,white,bulbous,pendant,brown
2241,poisonous,yes,close,narrow,white,equal,pendant,black
2242,edible,yes,close,broad,purple,bulbous,pendant,black
2243,edible,yes,close,broad,brown,bulbous,pendant,brown
2244,edible,yes,close,broad,brown,bulbous,pendant,black
2245,edible,yes,close,broad,brown,bulbous,pendant,black
2246,edible,yes,close,broad,pink,bulbous,pendant,brown
2247,edible,no,crowded,broad,brown,equal,evanescent,brown
2248,edible,yes,close,broad,purple,bulbous,pendant,brown
2249,edible,yes,close,broad,brown,bulbous,pendant,black
2250,edible,yes,close,broad,purple,bulbous,pendant,brown
2251,edible,yes,close,broad,white,bulbous,pendant,black
2252,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2253,edible,yes,close,broad,pink,bulbous,pendant,brown
2254,edible,yes,close,broad,white,bulbous,pendant,black
2255,edible,yes,close,broad,pink,bulbous,pendant,black
2256,edible,yes,close,broad,purple,bulbous,pendant,brown
2257,edible,yes,close,broad,white,bulbous,pendant,brown
2258,edible,yes,close,broad,purple,bulbous,pendant,brown
2259,edible,yes,close,broad,brown,bulbous,pendant,brown
2260,edible,no,crowded,broad,brown,equal,evanescent,brown
2261,edible,yes,close,broad,white,bulbous,pendant,black
2262,edible,yes,close,broad,brown,bulbous,pendant,black
2263,edible,yes,close,broad,white,bulbous,pendant,brown
2264,edible,yes,close,broad,white,bulbous,pendant,black
2265,edible,yes,close,broad,brown,bulbous,pendant,black
2266,edible,no,crowded,broad,chocolate,equal,evanescent,black
2267,edible,yes,close,broad,pink,bulbous,pendant,brown
2268,edible,yes,close,broad,pink,bulbous,pendant,black
2269,edible,yes,close,broad,pink,bulbous,pendant,brown
2270,edible,yes,close,broad,brown,bulbous,pendant,brown
2271,edible,no,crowded,broad,brown,equal,evanescent,black
2272,edible,yes,close,broad,brown,bulbous,pendant,black
2273,edible,yes,close,broad,purple,bulbous,pendant,black
2274,edible,yes,close,broad,brown,bulbous,pendant,black
2275,edible,yes,close,broad,purple,bulbous,pendant,brown
2276,edible,yes,close,broad,purple,bulbous,pendant,black
2277,edible,yes,close,broad,white,bulbous,pendant,brown
2278,edible,yes,close,broad,brown,bulbous,pendant,brown
2279,edible,yes,close,broad,white,bulbous,pendant,brown
2280,edible,yes,close,broad,pink,bulbous,pendant,black
2281,edible,yes,close,broad,purple,bulbous,pendant,brown
2282,edible,yes,close,broad,pink,bulbous,pendant,brown
2283,edible,yes,close,broad,brown,bulbous,pendant,black
2284,edible,yes,close,broad,pink,bulbous,pendant,black
2285,poisonous,no,crowded,narrow,brown,bulbous,pendant,black
2286,edible,yes,close,broad,white,bulbous,pendant,black
2287,edible,yes,close,broad,pink,bulbous,pendant,brown
2288,poisonous,yes,close,narrow,pink,equal,pendant,black
2289,edible,yes,close,broad,purple,bulbous,pendant,black
2290,edible,yes,close,broad,purple,bulbous,pendant,black
2291,edible,yes,close,broad,brown,bulbous,pendant,black
2292,edible,yes,close,broad,brown,bulbous,pendant,brown
2293,edible,yes,close,broad,pink,bulbous,pendant,black
2294,edible,yes,close,broad,pink,bulbous,pendant,brown
2295,edible,no,crowded,broad,brown,equal,evanescent,black
2296,edible,yes,close,broad,pink,bulbous,pendant,brown
2297,edible,no,crowded,broad,pink,equal,evanescent,brown
2298,edible,yes,close,broad,white,bulbous,pendant,brown
2299,edible,yes,close,broad,pink,bulbous,pendant,black
2300,edible,yes,close,broad,pink,bulbous,pendant,brown
2301,edible,yes,close,broad,purple,bulbous,pendant,black
2302,edible,yes,close,broad,white,bulbous,pendant,brown
2303,edible,yes,close,broad,white,bulbous,pendant,black
2304,edible,yes,close,broad,white,bulbous,pendant,black
2305,edible,yes,close,broad,brown,bulbous,pendant,brown
2306,edible,yes,close,broad,pink,bulbous,pendant,brown
2307,edible,yes,close,broad,pink,bulbous,pendant,black
2308,edible,yes,close,broad,brown,bulbous,pendant,black
2309,edible,yes,close,broad,white,bulbous,pendant,brown
2310,edible,yes,close,broad,white,bulbous,pendant,brown
2311,edible,yes,close,broad,brown,bulbous,pendant,black
2312,edible,yes,close,broad,pink,bulbous,pendant,brown
2313,edible,yes,close,broad,purple,bulbous,pendant,brown
2314,edible,yes,close,broad,white,bulbous,pendant,black
2315,edible,yes,close,broad,white,bulbous,pendant,black
2316,edible,yes,close,broad,pink,bulbous,pendant,black
2317,edible,yes,close,broad,white,bulbous,pendant,black
2318,edible,yes,close,broad,pink,bulbous,pendant,black
2319,edible,yes,close,broad,brown,bulbous,pendant,brown
2320,edible,yes,close,broad,white,bulbous,pendant,black
2321,edible,yes,close,broad,white,bulbous,pendant,black
2322,edible,yes,close,broad,pink,bulbous,pendant,black
2323,edible,yes,close,broad,white,bulbous,pendant,black
2324,edible,yes,close,broad,purple,bulbous,pendant,brown
2325,edible,yes,close,broad,purple,bulbous,pendant,black
2326,edible,yes,close,broad,white,bulbous,pendant,brown
2327,edible,yes,close,broad,purple,bulbous,pendant,brown
2328,edible,yes,close,broad,white,bulbous,pendant,black
2329,edible,yes,close,broad,white,bulbous,pendant,black
2330,edible,yes,close,broad,white,bulbous,pendant,black
2331,edible,yes,close,broad,white,bulbous,pendant,black
2332,edible,yes,close,broad,brown,bulbous,pendant,black
2333,edible,yes,close,broad,purple,bulbous,pendant,brown
2334,edible,yes,close,broad,purple,bulbous,pendant,brown
2335,edible,yes,close,broad,white,bulbous,pendant,brown
2336,edible,yes,close,broad,pink,bulbous,pendant,brown
2337,edible,yes,close,broad,purple,bulbous,pendant,brown
2338,edible,yes,close,broad,white,bulbous,pendant,brown
2339,edible,yes,close,broad,brown,bulbous,pendant,brown
2340,edible,yes,close,broad,purple,bulbous,pendant,brown
2341,edible,yes,close,broad,purple,bulbous,pendant,black
2342,edible,yes,close,broad,purple,bulbous,pendant,brown
2343,edible,yes,close,broad,white,bulbous,pendant,brown
2344,edible,yes,close,broad,pink,bulbous,pendant,brown
2345,edible,yes,close,broad,purple,bulbous,pendant,black
2346,edible,no,crowded,broad,chocolate,equal,evanescent,brown
2347,edible,yes,close,broad,white,bulbous,pendant,brown
2348,edible,no,crowded,broad,brown,equal,evanescent,brown
2349,edible,yes,close,broad,purple,bulbous,pendant,brown
2350,edible,yes,close,broad,white,bulbous,pendant,black
2351,poisonous,yes,close,narrow,white,equal,pendant,brown
2352,edible,yes,close,broad,brown,bulbous,pendant,black
2353,edible,yes,close,broad,white,bulbous,pendant,black
2354,edible,yes,close,broad,white,bulbous,pendant,brown
2355,edible,yes,close,broad,brown,bulbous,pendant,black
2356,edible,yes,close,broad,brown,bulbous,pendant,black
2357,edible,yes,close,broad,pink,bulbous,pendant,brown
2358,edible,yes,close,broad,brown,bulbous,pendant,black
2359,edible,yes,close,broad,brown,bulbous,pendant,brown
2360,edible,yes,close,broad,brown,bulbous,pendant,brown
2361,edible,yes,close,broad,pink,bulbous,pendant,black
2362,edible,yes,close,broad,purple,bulbous,pendant,black
2363,edible,yes,close,broad,brown,bulbous,pendant,black
2364,edible,yes,close,broad,white,bulbous,pendant,black
2365,edible,yes,close,broad,pink,bulbous,pendant,black
2366,edible,yes,close,broad,brown,bulbous,pendant,black
2367,edible,no,crowded,broad,black,equal,evanescent,brown
2368,edible,yes,close,broad,brown,bulbous,pendant,black
2369,edible,yes,close,broad,white,bulbous,pendant,black
2370,edible,yes,close,broad,white,bulbous,pendant,black
2371,edible,yes,close,broad,pink,bulbous,pendant,brown
2372,edible,yes,close,broad,brown,bulbous,pendant,black
2373,edible,yes,close,broad,purple,bulbous,pendant,brown
2374,edible,yes,close,broad,pink,bulbous,pendant,brown
2375,poisonous,yes,close,narrow,white,equal,pendant,brown
2376,edible,yes,close,broad,white,bulbous,pendant,black
2377,edible,no,crowded,broad,black,equal,evanescent,black
2378,edible,no,crowded,broad,pink,equal,evanescent,brown
2379,edible,yes,close,broad,pink,bulbous,pendant,black
2380,edible,yes,close,broad,brown,bulbous,pendant,black
2381,edible,yes,close,broad,brown,bulbous,pendant,black
2382,edible,yes,close,broad,brown,bulbous,pendant,black
2383,edible,yes,close,broad,purple,bulbous,pendant,black
2384,edible,yes,close,broad,white,bulbous,pendant,brown
2385,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
2386,edible,yes,close,broad,white,bulbous,pendant,black
2387,edible,no,crowded,broad,chocolate,equal,evanescent,black
2388,poisonous,yes,close,narrow,brown,equal,pendant,brown
2389,edible,yes,close,broad,pink,bulbous,pendant,brown
2390,edible,yes,close,broad,brown,bulbous,pendant,brown
2391,edible,yes,close,broad,pink,bulbous,pendant,black
2392,edible,yes,close,broad,purple,bulbous,pendant,black
2393,edible,yes,close,broad,white,bulbous,pendant,black
2394,edible,yes,close,broad,purple,bulbous,pendant,brown
2395,edible,yes,close,broad,purple,bulbous,pendant,black
2396,edible,yes,close,broad,purple,bulbous,pendant,black
2397,edible,yes,close,broad,brown,bulbous,pendant,brown
2398,edible,yes,close,broad,purple,bulbous,pendant,brown
2399,edible,yes,close,broad,brown,bulbous,pendant,black
2400,poisonous,yes,close,narrow,brown,equal,pendant,black
2401,edible,yes,close,broad,brown,bulbous,pendant,black
2402,edible,yes,close,broad,pink,bulbous,pendant,black
2403,edible,yes,close,broad,white,bulbous,pendant,black
2404,edible,yes,close,broad,pink,bulbous,pendant,black
2405,edible,yes,close,broad,white,bulbous,pendant,brown
2406,edible,yes,close,broad,white,bulbous,pendant,brown
2407,edible,yes,close,broad,white,bulbous,pendant,brown
2408,edible,yes,close,broad,white,bulbous,pendant,black
2409,edible,yes,close,broad,brown,bulbous,pendant,brown
2410,edible,yes,close,broad,pink,bulbous,pendant,black
2411,edible,yes,close,broad,pink,bulbous,pendant,brown
2412,edible,yes,close,broad,pink,bulbous,pendant,brown
2413,edible,yes,close,broad,brown,bulbous,pendant,black
2414,edible,yes,close,broad,purple,bulbous,pendant,brown
2415,edible,yes,close,broad,pink,bulbous,pendant,black
2416,edible,yes,close,broad,white,bulbous,pendant,brown
2417,edible,yes,close,broad,purple,bulbous,pendant,black
2418,edible,yes,close,broad,pink,bulbous,pendant,black
2419,edible,yes,close,broad,pink,bulbous,pendant,black
2420,edible,yes,close,broad,purple,bulbous,pendant,brown
2421,edible,yes,close,broad,pink,bulbous,pendant,brown
2422,edible,yes,close,broad,pink,bulbous,pendant,black
2423,edible,yes,close,broad,brown,bulbous,pendant,brown
2424,edible,yes,close,broad,purple,bulbous,pendant,brown
2425,edible,yes,close,broad,pink,bulbous,pendant,brown
2426,poisonous,no,close,narrow,gray,bulbous,pendant,black
2427,edible,yes,close,broad,purple,bulbous,pendant,brown
2428,edible,yes,close,broad,white,bulbous,pendant,black
2429,edible,yes,close,broad,white,bulbous,pendant,black
2430,edible,yes,close,broad,purple,bulbous,pendant,brown
2431,edible,yes,close,broad,brown,bulbous,pendant,black
2432,edible,yes,close,broad,white,bulbous,pendant,brown
2433,edible,yes,close,broad,brown,bulbous,pendant,brown
2434,edible,yes,close,broad,pink,bulbous,pendant,black
2435,edible,yes,close,broad,purple,bulbous,pendant,brown
2436,edible,yes,close,broad,pink,bulbous,pendant,brown
2437,edible,yes,close,broad,purple,bulbous,pendant,brown
2438,edible,yes,close,broad,pink,bulbous,pendant,black
2439,edible,yes,close,broad,purple,bulbous,pendant,black
2440,edible,yes,close,broad,purple,bulbous,pendant,brown
2441,edible,yes,close,broad,white,bulbous,pendant,black
2442,edible,yes,close,broad,brown,bulbous,pendant,black
2443,poisonous,no,close,broad,chocolate,bulbous,large,chocolate
2444,edible,yes,close,broad,purple,bulbous,pendant,black
2445,edible,yes,close,broad,pink,bulbous,pendant,brown
2446,edible,yes,close,broad,white,bulbous,pendant,black
2447,edible,yes,close,broad,pink,bulbous,pendant,brown
2448,edible,yes,close,broad,pink,bulbous,pendant,black
2449,edible,yes,close,broad,brown,bulbous,pendant,black
2450,edible,yes,close,broad,pink,bulbous,pendant,brown
2451,edible,yes,close,broad,white,bulbous,pendant,brown
2452,edible,no,crowded,broad,black,equal,evanescent,brown
2453,edible,yes,close,broad,brown,bulbous,pendant,black
2454,edible,yes,close,broad,pink,bulbous,pendant,black
2455,edible,yes,close,broad,pink,bulbous,pendant,black
2456,edible,yes,close,broad,brown,bulbous,pendant,brown
2457,edible,yes,close,broad,pink,bulbous,pendant,brown
2458,edible,yes,close,broad,pink,bulbous,pendant,black
2459,edible,yes,close,broad,white,bulbous,pendant,brown
2460,edible,yes,close,broad,white,bulbous,pendant,black
2461,edible,yes,close,broad,pink,bulbous,pendant,black
2462,edible,yes,close,broad,brown,bulbous,pendant,black
2463,edible,yes,close,broad,purple,bulbous,pendant,black
2464,edible,yes,close,broad,purple,bulbous,pendant,brown
2465,edible,yes,close,broad,pink,bulbous,pendant,black
2466,edible,yes,close,broad,pink,bulbous,pendant,brown
2467,edible,yes,close,broad,pink,bulbous,pendant,black
2468,edible,yes,close,broad,purple,bulbous,pendant,black
2469,edible,yes,close,broad,white,bulbous,pendant,black
2470,edible,yes,close,broad,pink,bulbous,pendant,black
2471,edible,yes,close,broad,pink,bulbous,pendant,brown
2472,edible,yes,close,broad,white,bulbous,pendant,black
2473,edible,yes,close,broad,white,bulbous,pendant,brown
2474,edible,yes,close,broad,pink,bulbous,pendant,brown
2475,edible,yes,close,broad,brown,bulbous,pendant,brown
2476,edible,yes,close,broad,white,bulbous,pendant,black
2477,edible,yes,close,broad,purple,bulbous,pendant,black
2478,poisonous,yes,close,narrow,black,equal,pendant,black
2479,edible,no,crowded,broad,brown,equal,evanescent,brown
2480,edible,yes,close,broad,purple,bulbous,pendant,black
2481,edible,yes,close,broad,brown,bulbous,pendant,black
2482,poisonous,no,crowded,narrow,purple,bulbous,pendant,brown
2483,edible,yes,close,broad,white,bulbous,pendant,black
2484,edible,yes,close,broad,pink,bulbous,pendant,black
2485,edible,yes,close,broad,pink,bulbous,pendant,brown
2486,edible,yes,close,broad,purple,bulbous,pendant,black
2487,edible,no,crowded,broad,black,equal,evanescent,brown
2488,edible,yes,close,broad,pink,bulbous,pendant,brown
